Input sentence,Output sentence
"ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയയുടെ മനുഷ്യ ജീവിതത്തിലേക്കുള്ള കടന്നു കയറ്റം ഏതൊക്കെ തരത്തിൽ നമ്മെ ബാധിക്കുന്നു എന്ന് ചോദിച്ചാൽ അതിന് എപ്പോഴും രണ്ടുത്തരം കാണും, നല്ലത്, അല്ലെങ്കിൽ മോശം. ","ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയയുടെ മനുഷ്യ ജീവിതത്തിലേക്കുള്ള കടന്നുകയറ്റം ഏതൊക്കെ തരത്തിൽ നമ്മെ ബാധിക്കുന്നു എന്ന് ചോദിച്ചാൽ അതിന് എപ്പോഴും രണ്ടുത്തരം കാണും - നല്ലത്, അല്ലെങ്കിൽ മോശം. "
"എന്റെ ഓർമ്മ ശരിയാണെങ്കിൽ 2013 മുതൽക്കാണ് സ്മാർട്ഫോണുകൾ കൂടതൽ പ്രചാരത്തിലേക്ക് വന്നത്, അവിടം മുതൽ തന്നെയാണ് സോഷ്യൽ മീഡിയയുടെ മനുഷ്യജീവിതത്തിലേക്കുള്ള കടന്നു കയറ്റം തുടങ്ങിയതെന്നും കരുതാം. ","എന്റെ ഓർമ്മ ശരിയാണെങ്കിൽ 2013 മുതൽക്കാണ് സ്മാർട്ഫോണുകൾ കൂടുതൽ പ്രചാരത്തിലേക്ക് വന്നത്, അവിടം മുതൽ തന്നെയാണ് സോഷ്യൽ മീഡിയയുടെ മനുഷ്യജീവിതത്തിലേക്കുള്ള കടന്നുകയറ്റം തുടങ്ങിയതെന്നും കരുതാം. "
സ്മാർട്ഫോണുകളുടെ കടന്നു വരവാണ് സോഷ്യൽ മീഡിയകളെ കൂടുൽ അറിയപ്പെടാൻ കാരണമായതെന്നും പറയാം. ,സ്മാർട്ഫോണുകളുടെ കടന്നുവരവാണ് സോഷ്യൽ മീഡിയകൾ കൂടുതൽ അറിയപ്പെടാൻ കാരണമായതെന്നും പറയാം. 
എന്തൊക്കെ മറ്റമാണ് സോഷ്യൽ മീഡിയ മാനവികസമൂഹത്തിൽ ഉണ്ടാക്കിയതെന്ന് നോക്കാം.,എന്തൊക്കെ മാറ്റമാണ് സോഷ്യൽ മീഡിയ മാനവികസമൂഹത്തിൽ ഉണ്ടാക്കിയതെന്ന് നോക്കാം.
"മറ്റുള്ളവരുടെ ജീവിതത്തിൽ എത്തിനോക്കൽ, മറ്റുള്ളവരുടെ ജീവതം അനുകരിക്കൽ, പുത്തൻ ട്രെന്റ് ഫോളോ ചെയ്യൽ ഇതൊക്കെ ചെയ്യാൻ നമ്മളെ പഠിപ്പിക്കാൻ ഇതുപോലുള്ള സോഷ്യൽ മീഡിയയ്ക്ക് സാധിച്ചിട്ടുണ്ട്. ","മറ്റുള്ളവരുടെ ജീവിതത്തിൽ എത്തിനോക്കൽ, മറ്റുള്ളവരുടെ ജീവിതം അനുകരിക്കൽ, പുത്തൻ ട്രെന്റ് ഫോളോ ചെയ്യൽ ഇതൊക്കെ ചെയ്യാൻ നമ്മളെ പഠിപ്പിക്കാൻ ഇതുപോലുള്ള സോഷ്യൽ മീഡിയയ്ക്ക് സാധിച്ചിട്ടുണ്ട്. "
"ഒരാൾപുതിയ ഫോട്ടോ പോസ്റ്റ് ചെയ്‌താൽ, അതെന്താണെന്ന് എത്തിനോക്കാൻ എല്ലാവർക്കും ഭയങ്കരതാൽപര്യമാണ്. ","ഒരാൾ പുതിയ ഫോട്ടോ പോസ്റ്റ് ചെയ്‌താൽ, അതെന്താണെന്ന് എത്തിനോക്കാൻ എല്ലാവർക്കും ഭയങ്കര താൽപര്യമാണ്. "
ഒരു കണക്കിന് ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയ പോസ്റ്റുകൾ നമ്മടെ ഇമോഷൻസിനെ വരെ ബാധിക്കും.,ഒരു കണക്കിന് ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയ പോസ്റ്റുകൾ നമ്മുടെ ഇമോഷൻസിനെ വരെ ബാധിക്കും.
സോഷ്യൽ മീഡിയ ലോകത്ത് ഒരുവിധ പെട്ട ആളുകളെല്ലാം ഹാപ്പിയാണ്.,സോഷ്യൽ മീഡിയ ലോകത്ത് ഒരുവിധം ആളുകളെല്ലാം ഹാപ്പിയാണ്.
"പങ്കാളിയുമായുള്ള ചിരിച്ചു കൊണ്ടുള്ള ഫോട്ടോയോ, എന്തെങ്കിലും ഇവെന്റുകൾ സെലിബ്രേറ്റ് ചെയ്യുന്ന ഫോട്ടോയോ, ഏതെങ്കിലും വാഹനങ്ങൾ മേടിക്കുന്നത് അതേപോലെ നല്ല ഫുഡ് കഴിക്കുന്നത്, വ്‌ളോഗിങ്ങ് തുടങ്ങിയ കാര്യങ്ങൾ അതൊന്നും ജീവിതത്തിൽ ചെയ്യാൻ പറ്റാതെ ഇരിക്കുന്ന ആളുകൾ കാണുമ്പോൾ അവരാകെ വിഷമത്തിലാകും.","പങ്കാളിയുമായുള്ള ചിരിച്ചു കൊണ്ടുള്ള ഫോട്ടോ, എന്തെങ്കിലും ഇവന്റുകൾ സെലിബ്രേറ്റ് ചെയ്യുന്ന ഫോട്ടോ, ഏതെങ്കിലും വാഹനങ്ങൾ മേടിക്കുന്നത്, നല്ല ഫുഡ് കഴിക്കുന്നത്, വ്‌ളോഗിങ്ങ് തുടങ്ങിയ കാര്യങ്ങൾ അതൊന്നും ജീവിതത്തിൽ ചെയ്യാൻ പറ്റാതെ ഇരിക്കുന്ന ആളുകൾക്ക് വിഷമമുണ്ടാക്കും."
തന്റെ ജീവിതത്തിൽ ഇതൊന്നും ചെയ്യാൻ പറ്റുന്നില്ലല്ലോ എന്നോർത്ത നമ്മളറിയാതെ നമ്മുടെ ജീവിതത്തിൽ കടന്നുവന്ന് നമ്മളുടെ മാനസികാരോഗ്യം തകർക്കുന്ന ഒരു ഇരുണ്ട വശം സോഷ്യൽ മീഡിയയ്ക്കുണ്ട്.,തന്റെ ജീവിതത്തിൽ ഇതൊന്നും ചെയ്യാൻ പറ്റുന്നില്ലല്ലോ എന്നോർത്ത് നമ്മളറിയാതെ നമ്മുടെ ജീവിതത്തിൽ കടന്നുവന്ന് നമ്മളുടെ മാനസികാരോഗ്യം തകർക്കുന്ന ഒരു ഇരുണ്ട വശം സോഷ്യൽ മീഡിയയ്ക്കുണ്ട്.
"പണം, പ്രശസ്ത്തി ഇതു രണ്ടും ലഭിക്കാൻ വേണ്ടി മനുഷ്യരെ ഏതറ്റം വരെ താഴാനും ഇൻസ്റഗ്രാം റീലുകൾ പരിചയപ്പെടുത്തുന്നുണ്ട്.","പണം, പ്രശസ്തി ഇതു രണ്ടും ലഭിക്കാൻ വേണ്ടി മനുഷ്യരെ ഏതറ്റം വരെ താഴാനും ഇൻസ്റ്റഗ്രാം റീലുകൾ പരിചയപ്പെടുത്തുന്നുണ്ട്."
"എല്ലാവരും ഉപയോഗിക്കുന്നു എന്നാൽ ഞാനും ഉപയോഗിക്കും എന്ന് പറഞ്ഞ് ഈ പ്ലാറ്റ്ഫോം നല്ല രീതിയിൽ ഉപയോഗിക്കാൻ അറിയാതെ പെട്ടുപോയ ""അമ്മാവന്മാർ"" ഒരു വശത്തുംഉണ്ട്.","എല്ലാവരും ഉപയോഗിക്കുന്നു എന്നാൽ ഞാനും ഉപയോഗിക്കും എന്ന് പറഞ്ഞ് ഈ പ്ലാറ്റ്ഫോം നല്ല രീതിയിൽ ഉപയോഗിക്കാൻ അറിയാതെ പെട്ടുപോയ ""അമ്മാവന്മാർ"" ഒരു വശത്തും ഉണ്ട്."
അനുകരണ സ്വഭാവം കുട്ടികളിൽ കൂടുതലാണ്,അനുകരണ സ്വഭാവം കുട്ടികളിൽ കൂടുതലാണ്.
പക്വത ഇല്ലാത്ത ഇത്തരം ഉപയോഗങ്ങൾ കുട്ടികളെ കൂടുൽൽ അപകടത്തിലേക്കെത്തിയ്ക്കുന്നു.,പക്വത ഇല്ലാത്ത ഇത്തരം ഉപയോഗങ്ങൾ കുട്ടികളെ കൂടുതൽ അപകടത്തിലേക്കെത്തിക്കുന്നു.
പക്ഷേ സോഷ്യൽ മീഡിയയ്ക്ക് ഇരുണ്ട വശം മാത്രമാണോ ഉള്ളത്.,പക്ഷേ സോഷ്യൽ മീഡിയയ്ക്ക് ഇരുണ്ട വശം മാത്രമാണോ ഉള്ളത്?
പ്രത്യക്ഷത്തിൽ അല്ലാ എന്നായിരിക്കും പലരുടെയും ഉത്തരം.,പ്രത്യക്ഷത്തിൽ അല്ല എന്നായിരിക്കും പലരുടെയും ഉത്തരം.
ഉപയോഗിക്കേണ്ട രീതിയിൽ ഉപയോഗിച്ചാൽ ഇത്രയും ഉപകാരമുള്ള ഒന്ന് നമ്മുടെ ജീവിതത്തിൽ വോയെില്ല.,ഉപയോഗിക്കേണ്ട രീതിയിൽ ഉപയോഗിച്ചാൽ ഇത്രയും ഉപകാരമുള്ള ഒന്ന് നമ്മുടെ ജീവിതത്തിൽ വേറെയില്ല.
പണ്ടൊക്കെ കൂടെ പഠിച്ച ആളുകൾ അല്ലെങ്കിൽ പരിചയപ്പെട്ട ആളുകളെയൊക്കെ പിന്നീട് അങ്ങോട്ട് നമ്മുടെ ജീവിതത്തിൽ കണക്ട് ചെയ്യാൻ പറ്റി എന്ന് വരില്ല.,പണ്ടൊക്കെ കൂടെ പഠിച്ച ആളുകളെ അല്ലെങ്കിൽ പരിചയപ്പെട്ട ആളുകളെയൊക്കെ പിന്നീട് അങ്ങോട്ട് നമ്മുടെ ജീവിതത്തിൽ കണക്ട് ചെയ്യാൻ പറ്റി എന്ന് വരില്ല.
"പക്ഷേ ഇന്നത്തെ കാലത്ത് ആളുകളെ കണക്ച് ചെയ്യാനും, കമ്മ്യൂണിക്കേറ്റ് ചെയ്യാനും വളരെ എളുപ്പമാണ്","പക്ഷേ ഇന്നത്തെ കാലത്ത് ആളുകളെ കണക്ച് ചെയ്യാനും, കമ്മ്യൂണിക്കേറ്റ് ചെയ്യാനും വളരെ എളുപ്പമാണ്."
"സോഷ്യൽ മീഡിയകൾ വഴി നമ്മുടെ ഐഡികൾ കൈമാറുകയോ അല്ലെങ്കിൽ വാട്സആപ്പ്, ടെലഗ്രാം മുതലായവകളിൽ നമ്പർ ഷെയർ ചെയ്യുകയോ ചെയ്യാം.","സോഷ്യൽ മീഡിയകൾ വഴി നമ്മുടെ ഐഡികൾ കൈമാറുകയോ അല്ലെങ്കിൽ വാട്സ്ആപ്പ്, ടെലഗ്രാം മുതലായവകളിൽ നമ്പർ ഷെയർ ചെയ്യുകയോ ചെയ്യാം."
ഇൻസ്റ്റഗ്രാമിൽ പരസ്പരം റീലുകൾ ഷെയർ ചെയ്ത് അല്ലെങ്കിൽ മെസ്സേജുകൾ പരസ്പരം ഷെയർ ചെയ്ത് ബന്ധം നിലനിർത്താം,ഇൻസ്റ്റഗ്രാമിൽ പരസ്പരം റീലുകൾ ഷെയർ ചെയ്ത് അല്ലെങ്കിൽ മെസ്സേജുകൾ പരസ്പരം ഷെയർ ചെയ്ത് ബന്ധം നിലനിർത്താം.
"ജോലി അന്വേഷിക്കാനായി ലിങ്കഡ്ഇൻ, നൌക്കരി മുതലായ പ്ലാറ്റ്ഫോമ്മുകളും ആളുകൾ ഉപയോഗിക്കുന്നു.","ജോലി അന്വേഷിക്കാനായി ലിങ്കഡ്ഇൻ, നൌക്കരി മുതലായ പ്ലാറ്റ്ഫോമുകളും ആളുകൾ ഉപയോഗിക്കുന്നു."
ഇതൊക്കെ സോഷ്യൽ മീഡിയയുടെ നല്ല വശങ്ങളിലൊന്നാണ്.,ഇതൊക്കെ സോഷ്യൽ മീഡിയയുടെ നല്ല വശങ്ങളാണ്.
"അതേപോലെ ലോകത്തിന്റെ പല സ്ഥലങ്ങളിലും നടക്കുന്ന കാര്യങ്ങൾ ജനങ്ങളിലേക്കെത്തിയ്ക്കാനും അതേപോലെ ഗ്രൂപ്പുകളിലായി രാഷ്ട്രീയം, കല, സാഹിത്യം, പ്രപഞ്ചം, ടെക്നോളജി അങ്ങനെ പലതുമായ കാര്യങ്ങളെക്കുറിച്ചും ആളുകശക്ക് ചർച്ച ചെയ്യാനും ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയകൾ സഹായകമാകുന്നുണ്ട്.","അതേപോലെ ലോകത്തിന്റെ പല സ്ഥലങ്ങളിലും നടക്കുന്ന കാര്യങ്ങൾ ജനങ്ങളിലേക്കെത്തിക്കാനും അതേപോലെ ഗ്രൂപ്പുകളിലായി രാഷ്ട്രീയം, കല, സാഹിത്യം, പ്രപഞ്ചം, ടെക്നോളജി അങ്ങനെ പലതുമായ കാര്യങ്ങളെക്കുറിച്ചും ആളുകൾക്ക് ചർച്ച ചെയ്യാനും ഇത്തരത്തിലുള്ള സോഷ്യൽ മീഡിയകൾ സഹായകമാകുന്നുണ്ട്."
"2018-ലെ കേരളത്തിലെ പല ഗ്രൂപ്പുകളും ""കൺട്രോൾ റൂമു""കളായ് പ്രവർത്തിച്ച് എല്ലാവർക്കും സഹായമെത്തിച്ചത് ആരും മറന്നുകാണില്ല,","2018-ലെ കേരളത്തിലെ പല ഗ്രൂപ്പുകളും ""കൺട്രോൾ റൂമു""കളായി പ്രവർത്തിച്ച് എല്ലാവർക്കും സഹായമെത്തിച്ചത് ആരും മറന്നുകാണില്ല,"
ചുരുക്കി പറഞ്ഞാൽ സോഷ്യൽ മീഡിയകൾ മനുഷ്യജീവിതത്തിന്റെ ഭാഗമാണ്,ചുരുക്കി പറഞ്ഞാൽ സോഷ്യൽ മീഡിയകൾ മനുഷ്യജീവിതത്തിന്റെ ഭാഗമാണ്.
ഒരിക്കലും അവ നമ്മളുടെ ജീവിതത്തിൽ നിന്നും ഒഴിമാക്കപ്പെടേണ്ടവയല്ല പ്രത്യേകിച്ച് ഇന്നത്തെ ഒരു കാലഘട്ടത്തിൽ.,"ഒരിക്കലും അവ നമ്മളുടെ ജീവിതത്തിൽ നിന്നും ഒഴിമാക്കപ്പെടേണ്ടവയല്ല, പ്രത്യേകിച്ച് ഇന്നത്തെ ഒരു കാലഘട്ടത്തിൽ."
നല്ലതും മോശവുമായ പല കാര്യങ്ങളും സോഷ്യൽ മീഡിയവഴി നടക്കുന്നുണ്ട് അത് നമ്മളെ സ്വാധീനിക്കുന്നുമ്മുണ്ട്.,"നല്ലതും മോശവുമായ പല കാര്യങ്ങളും സോഷ്യൽ മീഡിയ വഴി നടക്കുന്നുണ്ട്, അത് നമ്മളെ സ്വാധീനിക്കുന്നുമുണ്ട്."
സോഷ്യൽ മീഡിയ ഉപയോഗിക്കാതെ ഇരിക്കുന്നത് നമ്മളെ സമൂഹത്തിൽ ഇന്ന് നടക്കുന്ന പല കാര്യങ്ങളും അപ്പപ്പോൾ അറിയുന്നതിത് തടസ്സമാകുന്നുണ്ട്.,സോഷ്യൽ മീഡിയ ഉപയോഗിക്കാതെ ഇരിക്കുന്നത് നമ്മളെ സമൂഹത്തിൽ ഇന്ന് നടക്കുന്ന പല കാര്യങ്ങളും അപ്പപ്പോൾ അറിയിക്കുന്നതിന് തടസ്സമാകുന്നുണ്ട്.
പക്ഷേ ഇതിന്റെ പരിമിതമല്ലാത്ത ഉപയോഗം നമ്മുടെ ജീവിതത്തിൽ ദുഷ്ക്കരമായ രീതിയിൽ എഫക്ട് ചെയ്യുന്നുമുണ്ട്.,പക്ഷേ ഇതിന്റെ പരിമിതമല്ലാത്ത ഉപയോഗം നമ്മുടെ ജീവിതത്തെ ദുഷ്ക്കരമായ രീതിയിൽ അഫക്ട് ചെയ്യുന്നുമുണ്ട്.
"ആകെത്തുകയിൽ സോഷ്യൽ മീഡിയയുടെ പരിധി യിൽ കവിഞ്ഞ ഉപയോഗവും, പക്വതയില്ലാത്ത ഉപയോഗവും നമ്മുടെ ജീവിതം തന്നെ നശിപ്പിക്കാൻ കെൽപ്പുള്ളതാണ്.","ആകെത്തുകയിൽ സോഷ്യൽ മീഡിയയുടെ പരിധിയിൽ കവിഞ്ഞ ഉപയോഗവും, പക്വതയില്ലാത്ത ഉപയോഗവും നമ്മുടെ ജീവിതം തന്നെ നശിപ്പിക്കാൻ കെൽപ്പുള്ളതാണ്."
ആളുകളുടെ ഇൻഫ്ലുവൻസിൽ സ്വന്തം ജീവിതം മറക്കന്ന ഒരു തലമുറയാണ് ഇന്നത്തേത്.,ആളുകളുടെ ഇൻഫ്ലുവൻസിൽ സ്വന്തം ജീവിതം മറക്കുന്ന ഒരു തലമുറയാണ് ഇന്നത്തേത്.
"പക്ഷേ പക്വമായ ഉപയോഗം ഒരു പരിധിവരെ നല്ലതാണ്, നമ്മുടെ ക്രിയേറ്റീവായ ഐഡിയകൾ പങ്ക് വെക്കാനും, കഴിവുകൾ പ്രകടിപ്പിക്കാനും, അറിവുകൾ പങ്ക് വെക്കാനും സോഷ്യൽ മീഡിയ ഉപയോഗം വഴി സാധിക്കുന്നു","പക്ഷേ പക്വമായ ഉപയോഗം ഒരു പരിധിവരെ നല്ലതാണ്, നമ്മുടെ ക്രിയേറ്റീവായ ഐഡിയകൾ പങ്ക് വെക്കാനും, കഴിവുകൾ പ്രകടിപ്പിക്കാനും, അറിവുകൾ പങ്ക് വെക്കാനും സോഷ്യൽ മീഡിയ ഉപയോഗം വഴി സാധിക്കുന്നു."
ഇത് വളരെ മികച്ച ഒരു വശമാണ്,ഇത് വളരെ മികച്ച ഒരു വശമാണ്.
മനുഷ്യന് ആവശ്യമില്ലാത്ത വസ്ഥുക്കൾ കളയുക എന്നത് ജൈവികമായുള്ളൊരു പ്യവണതയാണ്.,മനുഷ്യന് ആവശ്യമില്ലാത്ത വസ്തുക്കൾ കളയുക എന്നത് സ്വാഭാവികമായുള്ളൊരു പ്രവണതയാണ്.
മനുഷ്യശരീരത്തിൽ തന്നെ ഇത് കാണാൻ പറ്റുന്നതാണ്,മനുഷ്യശരീരത്തിൽ തന്നെ ഇത് കാണാൻ പറ്റുന്നതാണ്.
നാം ഊർജെജക്കുവേണ്ടി കഴിക്കുന്ന ഭക്ഷണത്തിന്റെയുംശരീരത്തിലെ മറ്റു പ്രക്രയകളുടെ മലിന അവശിഷ്ടങ്ങളും നാം പുറത്തേക്ക് കളയുന്നു.,നാം ഊർജ്ജത്തിനുവേണ്ടി കഴിക്കുന്ന ഭക്ഷണത്തിന്റെയും ശരീരത്തിലെ മറ്റു പ്രക്രിയകളുടെയും മലിന അവശിഷ്ടങ്ങൾ നാം പുറത്തേക്ക് കളയുന്നു.
എന്നാൽ നമ്മുടെ സമൂഹം വലുതാവുകയും കൂടുതൽ സങ്കീർണമാകുകയും ചെയ്യുന്നതിലൂടെ നമ്മൾ ഉത്പാദികുന്ന മലിന വസ്തുക്കൾ അതിര് കടക്കുന്നു.,എന്നാൽ നമ്മുടെ സമൂഹം വലുതാവുകയും കൂടുതൽ സങ്കീർണമാകുകയും ചെയ്യുന്നതിലൂടെ നമ്മൾ ഉത്പാദിപ്പിക്കുന്ന മലിന വസ്തുക്കൾ അതിര് കടക്കുന്നു.
"ഇപ്പോൾ നമ്മുടെ പ്രശ്നം ജൈവികമായുള്ള മലിനങ്ങൾ അല്ല, മറിച്ച് അജൈവികമായുള്ള ഒട്ടനേറെ മലിനങ്ങൾ നമ്മൾ ദിവസേന തള്ളിക്കളയുന്നു.","ഇപ്പോൾ നമ്മുടെ പ്രശ്നം ജൈവികമായുള്ള മാലിന്യങ്ങൾ അല്ല, മറിച്ച് അജൈവികമായുള്ള ഒട്ടനേറെ മാലിന്യങ്ങൾ നമ്മൾ ദിവസേന തള്ളിക്കളയുന്നു."
എന്നാൽ എങ്ങോട്ടാണ് നാമിത് തള്ളികളയുന്നത്,എന്നാൽ എങ്ങോട്ടാണ് നാമിത് തള്ളികളയുന്നത്?
ജൈവികമായുള്ള മലിനങ്ങൾ പിന്നെയും പ്രകൃതിയിൽ ലയികും.,ജൈവികമായുള്ള മലിനങ്ങൾ പിന്നെയും പ്രകൃതിയിൽ ലയിക്കും.
"അവ പുഴുക്കളും മറ്റ് സൂക്ഷമജന്തുക്കളും ഭുജികുന്നു, എന്നാൽ പ്ലാസ്റ്റിക് പോലെയുള്ള മനുഷ്യനിർമിത വസ്ഥുക്കൾ പ്രകൃതിയുമായി ലയിക്കാൻ ഒട്ടനേറെ വർഷങ്ങൾ എടുകുന്നു.","അവ പുഴുക്കളും മറ്റ് സൂക്ഷ്മജന്തുക്കളും ഭുജിക്കുന്നു, എന്നാൽ പ്ലാസ്റ്റിക് പോലെയുള്ള മനുഷ്യനിർമിത വസ്തുക്കൾ പ്രകൃതിയുമായി ലയിക്കാൻ ഒട്ടനവധി വർഷങ്ങൾ എടുക്കുന്നു."
ഇവ പല സ്ഥലങ്ങളിലായി അങ്ങനെ തന്നെ കിടകുന്നു.,ഇവ പല സ്ഥലങ്ങളിലായി അങ്ങനെ തന്നെ കിടക്കുന്നു.
നമ്മൾ ഉപയോഗത്തിന് എളുപ്പമാകാൻ നിർമ്മച്ചെടുത്ത ഇത്തരം വസ്ഥുക്കളുടെ എണ്ണം വളരെയധികം പെരുത്തിരികുന്നു.,നമ്മൾ ഉപയോഗത്തിന് എളുപ്പമാകാൻ നിർമ്മിച്ചെടുത്ത ഇത്തരം വസ്തുക്കളുടെ എണ്ണം വളരെയധികം പെരുത്തിരിക്കുന്നു.
പ്രത്യേകിച്ച് ഈ ഭൂമിയിൽ മനുഷ്യരുടെ എണ്ണവും വർധിച്ച സ്ഥിതിക്ക്,പ്രത്യേകിച്ച് ഈ ഭൂമിയിൽ മനുഷ്യരുടെ എണ്ണവും വർധിച്ച സ്ഥിതിക്ക്.
എന്നാൽ ഈ മലിനികരണം എങ്ങനയാണ് ദോഷകരമാകുന്നത്,എന്നാൽ ഈ മലിനീകരണം എങ്ങനെയാണ് ദോഷകരമാകുന്നത്?
ഒന്നാമതായി . ഇത് ആരോഗ്യത്തിന് അപകടകരമാണ്.,ഒന്നാമതായി ഇത് ആരോഗ്യത്തിന് അപകടകരമാണ്.
കടലിൽ നാം തള്ളുന്ന മാലിന്യത്തിലെ പ്ലാസ്റ്റിക്ക് അവശിഷ്ടങ്ങൾ കടൽ മത്സ്യങ്ങളിലും മറ്റു ജന്തുക്കളുടെ വയറ്റിലും കാണപ്പെട്ടു തുടങ്ങയിരിക്കുന്നു.,കടലിൽ നാം തള്ളുന്ന മാലിന്യത്തിലെ പ്ലാസ്റ്റിക്ക് അവശിഷ്ടങ്ങൾ കടൽ മത്സ്യങ്ങളിലും മറ്റു ജന്തുക്കളുടെ വയറ്റിലും കാണപ്പെട്ടു തുടങ്ങിയിരിക്കുന്നു.
"ഇത് മറ്റു ജീവികൾക്കും ദോഷകരമാണ്, എന്നാൽ അവയെ ആശ്രയിക്കുന്ന മനുഷ്യരുടെ ജീവനും ദോഷകരമാണ്.","ഇത് മറ്റു ജീവികൾക്കും ദോഷകരമാണ്, അവയെ ആശ്രയിക്കുന്ന മനുഷ്യരുടെ ജീവനും ദോഷകരമാണ്."
മനുഷ്യ ശരിരത്തിലും ഗവേഷകർ ഈ അടുത്ത കാലത്ത് പ്ലാസ്റ്റിക്കിന്റെ സൂക്ഷ്മ അവശിഷ്ടങ്ങൾ (മൈക്രോ പ്ലാസ്റ്റിക്ക്) കണ്ടത്തിയിരികുന്നു.,മനുഷ്യ ശരീരത്തിലും ഗവേഷകർ ഈ അടുത്ത കാലത്ത് പ്ലാസ്റ്റിക്കിന്റെ സൂക്ഷ്മ അവശിഷ്ടങ്ങൾ (മൈക്രോ പ്ലാസ്റ്റിക്ക്) കണ്ടത്തിയിരിക്കുന്നു.
"ജലം പ്ലാസ്റ്റിക്കിനാൽ മാത്രമല്ല, പല്ല രാസനായിക വസ്ഥുക്കുളലാലും മലിനീകരിക്കപ്പെട്ടിരിക്കുന്നു.","ജലം പ്ലാസ്റ്റിക്കിനാൽ മാത്രമല്ല, പല രാസ വസ്തുക്കളാലും മലിനീകരിക്കപ്പെട്ടിരിക്കുന്നു."
യമുന പോലെയുള്ള നദികൾ ഇതിനൊരു ഉദാഹരണമാണ്,യമുന പോലെയുള്ള നദികൾ ഇതിനൊരു ഉദാഹരണമാണ്.
ജലം ജിവന് അത്യന്തമായ ഒരു ഘടകമാണ്.,ജലം ജീവന് അത്യന്തമായ ഒരു ഘടകമാണ്.
അത് നമ്മൾ തന്നെ നമുടെ ആരോഗ്യത്തിന് അപകടകരമാക്കിയിരിക്കുന്നു.,അത് നമ്മൾ തന്നെ നമ്മുടെ ആരോഗ്യത്തിന് അപകടകരമാക്കിയിരിക്കുന്നു.
അതുപ്പോലെ തന്നെ ജീവന് ആവശ്യകരമായ വായുവും നമ്മൾ പ്രതിദിനം മലിനീകരിച്ച് കൊണ്ടിരിക്കുകയാണ്.,അതുപോലെ തന്നെ ജീവന് ആവശ്യകരമായ വായുവും നമ്മൾ പ്രതിദിനം മലിനീകരിച്ച് കൊണ്ടിരിക്കുകയാണ്.
"വാഹനങ്ങളിൽ നിന്നുള്ള പുകയും, രാസനായിക പ്രകൃിയകൾ നടുക്കണ ഉതിപാദന കേന്ദ്രങ്ങളിൽ നിന്നുയരുന്ന പുകയുമൊക്കെ വായു മലിനീകരണത്തിന് കാരണമാകുന്നു.","വാഹനങ്ങളിൽ നിന്നുള്ള പുകയും, രാസ പ്രക്രിയകൾ നടക്കുന്ന ഉത്പാദന കേന്ദ്രങ്ങളിൽ നിന്നുയരുന്ന പുകയുമൊക്കെ വായു മലിനീകരണത്തിന് കാരണമാകുന്നു."
ഈ വായു ശ്വസിക്കന്നതിലൂടെ മനുഷ്യർക്ക് പലതരം രോഗങ്ങളും വന്നുചേരുന്നു.,ഈ വായു ശ്വസിക്കുന്നതിലൂടെ മനുഷ്യർക്ക് പലതരം രോഗങ്ങളും വന്നുചേരുന്നു.
"സർക്കാറുകളും, ശാസ്ത്രജ്ഞരും, പ്രകൃതിസംരക്ഷകരുമൊക്കെ കടുത്ത് പരിശ്രമിച്ചിട്ടും വർദ്ധിച്ച വരുന്ന ഈ ഗുരുതരമായ പ്രശ്നത്തിന് ഒരു ഒറ്റമൂലിയായ പോംവഴി കണ്ടെത്താകുന്നില്ല.",സർക്കാരുകളും ശാസ്ത്രജ്ഞരും പ്രകൃതിസംരക്ഷകരുമൊക്കെ നന്നായി പരിശ്രമിച്ചിട്ടും വർദ്ധിച്ച് വരുന്ന ഈ ഗുരുതരമായ പ്രശ്നത്തിന് ഒരു ഒറ്റമൂലിയായ പോംവഴി കണ്ടെത്താകുന്നില്ല.
ഇതിന് എല്ലാ ജനങ്ങളും ഒരുമിച്ച് പരിശ്രമിക്കേണ്ടതായിട്ടുണ്ട്,ഇതിന് എല്ലാ ജനങ്ങളും ഒരുമിച്ച് പരിശ്രമിക്കേണ്ടതായിട്ടുണ്ട്.
മലിനകരണം നമ്മുടെ ചുറ്റുപാടിന്റെ സൌന്ദര്യവും ഇല്ലാതുക്കുന്നു.,മലിനീകരണം നമ്മുടെ ചുറ്റുപാടിന്റെ സൌന്ദര്യവും ഇല്ലാതാക്കുന്നു.
ഉല്ലാസ്സയാത്രക്കായി പോകുന്ന ഇടങ്ങൾ പ്രകൃതിരമണീയമായി കാണാനാണ് ഏവർകും ഇഷ്ടം.,ഉല്ലാസ്സയാത്രയ്ക്കായി പോകുന്ന ഇടങ്ങൾ പ്രകൃതിരമണീയമായി കാണാനാണ് ഏവർക്കും ഇഷ്ടം.
